video_id,frame_numbers,frame_numbers_sampled,luminance_avg,entropy_avg,face_binary,warmth,cold
6809895096113270016,394,66,134.47654166687215,4.173084195355339,62,1.0,0.0
6812847665626303744,951,159,91.66485303536234,6.5682189074958925,145,0.06289308176100629,0.0
6812866882513702159,441,74,114.10746423761407,3.3905943862832304,63,0.0,1.0
6831842937027005707,783,131,125.29422535152938,6.64366805545235,131,0.0,1.0
6835752067928296719,288,48,89.88947218435783,6.9560140616570365,0,0.0,1.0
